REF_CLOSING_DESCRIPTION,ENTITY_DESCRIPTION_SHORT,ENTITY_TYPE,DEB_TIME,FIN_TIME,UPDATE_TIME,WORK_DATE
,PortAventura World,PARK,2022-05-09 08:30:00.000,2022-05-09 09:30:00.000,2022-05-10 08:09:40.000,2022-05-09
,PortAventura World,PARK,2018-01-18 10:00:00.000,2018-01-18 19:00:00.000,2018-01-19 08:12:39.000,2018-01-18
,PortAventura World,PARK,2018-09-29 10:00:00.000,2018-09-29 22:00:00.000,2018-09-30 08:09:52.000,2018-09-29
,Tivoli Gardens,PARK,2019-10-24 10:00:00.000,2019-10-24 20:00:00.000,2019-10-25 08:43:28.000,2019-10-24
,PortAventura World,PARK,2018-08-12 08:30:00.000,2018-08-12 09:30:00.000,2018-08-13 07:37:20.000,2018-08-12
,Tivoli Gardens,PARK,2018-03-06 08:30:00.000,2018-03-06 09:30:00.000,2018-03-07 08:21:55.000,2018-03-06
,Tivoli Gardens,PARK,2018-01-08 10:00:00.000,2018-01-08 18:00:00.000,2018-01-09 07:07:10.000,2018-01-08
,PortAventura World,PARK,2019-05-10 10:00:00.000,2019-05-10 22:30:00.000,2019-05-11 07:58:50.000,2019-05-10
,Tivoli Gardens,PARK,2022-08-02 09:30:00.000,2022-08-02 21:00:00.000,2022-08-03 08:11:42.000,2022-08-02
,Tivoli Gardens,PARK,2018-12-02 08:00:00.000,2018-12-02 09:00:00.000,2018-12-03 07:48:09.000,2018-12-02
,PortAventura World,PARK,2019-10-10 08:30:00.000,2019-10-10 09:30:00.000,2019-10-11 08:13:03.000,2019-10-10
,Tivoli Gardens,PARK,2018-08-19 10:00:00.000,2018-08-19 20:00:00.000,2018-08-20 08:23:01.000,2018-08-19
,PortAventura World,PARK,2018-04-30 08:30:00.000,2018-04-30 09:30:00.000,2018-05-01 08:41:04.000,2018-04-30
,PortAventura World,PARK,2019-12-04 10:00:00.000,2019-12-04 19:00:00.000,2019-12-05 08:14:36.000,2019-12-04
,PortAventura World,PARK,2022-05-11 09:30:00.000,2022-05-11 23:00:00.000,2022-05-12 07:53:44.000,2022-05-11
,PortAventura World,PARK,2022-08-02 08:30:00.000,2022-08-02 09:30:00.000,2022-08-03 08:11:41.000,2022-08-02
,Tivoli Gardens,PARK,2018-03-16 08:30:00.000,2018-03-16 09:30:00.000,2018-03-17 08:14:22.000,2018-03-16
,Tivoli Gardens,PARK,2018-08-01 10:00:00.000,2018-08-01 20:00:00.000,2018-08-02 08:16:04.000,2018-08-01
,PortAventura World,PARK,2019-11-25 10:00:00.000,2019-11-25 19:00:00.000,2019-11-26 07:29:05.000,2019-11-25
,PortAventura World,PARK,2018-05-31 08:30:00.000,2018-05-31 09:30:00.000,2018-06-01 09:38:35.000,2018-05-31
,PortAventura World,PARK,2019-05-27 10:00:00.000,2019-05-27 23:00:00.000,2019-05-28 07:56:28.000,2019-05-27
,Tivoli Gardens,PARK,2018-03-29 08:30:00.000,2018-03-29 09:30:00.000,2018-03-30 08:00:38.000,2018-03-29
,PortAventura World,PARK,2019-07-04 10:00:00.000,2019-07-04 23:00:00.000,2019-07-05 07:36:05.000,2019-07-04
,Tivoli Gardens,PARK,2022-06-07 08:30:00.000,2022-06-07 09:30:00.000,2022-06-08 07:54:40.000,2022-06-07
,Tivoli Gardens,PARK,2018-05-26 08:30:00.000,2018-05-26 09:30:00.000,2018-05-27 07:41:33.000,2018-05-26
,PortAventura World,PARK,2018-03-20 10:00:00.000,2018-03-20 20:30:00.000,2018-03-21 08:59:11.000,2018-03-20
,Tivoli Gardens,PARK,2019-05-27 08:30:00.000,2019-05-27 09:30:00.000,2019-05-28 07:56:29.000,2019-05-27
,Tivoli Gardens,PARK,2019-04-01 10:00:00.000,2019-04-01 19:00:00.000,2019-04-02 07:58:16.000,2019-04-01
,Tivoli Gardens,PARK,2022-05-12 08:30:00.000,2022-05-12 09:30:00.000,2022-05-20 18:11:37.000,2022-05-12
,PortAventura World,PARK,2018-02-25 10:00:00.000,2018-02-25 21:00:00.000,2018-02-26 08:48:57.000,2018-02-25
,PortAventura World,PARK,2019-04-04 10:00:00.000,2019-04-04 22:00:00.000,2019-04-05 08:24:12.000,2019-04-04
,Tivoli Gardens,PARK,2018-11-12 10:00:00.000,2018-11-12 18:00:00.000,2018-11-13 07:34:43.000,2018-11-12
,PortAventura World,PARK,2019-12-09 08:30:00.000,2019-12-09 09:30:00.000,2019-12-10 07:45:36.000,2019-12-09
,Tivoli Gardens,PARK,2019-02-03 10:00:00.000,2019-02-03 18:30:00.000,2019-02-04 07:27:40.000,2019-02-03
,Tivoli Gardens,PARK,2020-02-23 08:30:00.000,2020-02-23 09:30:00.000,2020-02-24 08:03:40.000,2020-02-23
,PortAventura World,PARK,2019-09-22 10:00:00.000,2019-09-22 21:00:00.000,2019-09-23 07:39:53.000,2019-09-22
,Tivoli Gardens,PARK,2019-02-04 08:30:00.000,2019-02-04 09:30:00.000,2019-02-05 09:13:42.000,2019-02-04
,Tivoli Gardens,PARK,2019-03-01 08:30:00.000,2019-03-01 09:30:00.000,2019-03-02 07:54:38.000,2019-03-01
,Tivoli Gardens,PARK,2022-04-21 09:30:00.000,2022-04-21 20:00:00.000,2022-04-22 08:02:13.000,2022-04-21
,Tivoli Gardens,PARK,2019-09-08 08:30:00.000,2019-09-08 09:30:00.000,2019-09-09 07:59:40.000,2019-09-08
,Tivoli Gardens,PARK,2019-01-12 08:30:00.000,2019-01-12 09:30:00.000,2019-01-13 08:43:38.000,2019-01-12
,Tivoli Gardens,PARK,2022-04-04 09:30:00.000,2022-04-04 19:00:00.000,2022-04-05 08:54:33.000,2022-04-04
,PortAventura World,PARK,2019-07-06 08:30:00.000,2019-07-06 09:30:00.000,2019-07-07 07:36:09.000,2019-07-06
,Tivoli Gardens,PARK,2019-08-22 08:30:00.000,2019-08-22 09:30:00.000,2019-08-23 08:12:29.000,2019-08-22
,PortAventura World,PARK,2019-03-10 10:00:00.000,2019-03-10 20:00:00.000,2019-03-11 07:28:30.000,2019-03-10
,PortAventura World,PARK,2019-09-10 10:00:00.000,2019-09-10 21:00:00.000,2019-09-11 07:26:13.000,2019-09-10
,Tivoli Gardens,PARK,2022-08-08 00:00:00.000,2022-08-08 00:00:00.000,2022-08-09 07:26:20.000,2022-08-08
,PortAventura World,PARK,2019-11-26 10:00:00.000,2019-11-26 19:00:00.000,2019-11-27 08:27:50.000,2019-11-26
,Tivoli Gardens,PARK,2018-10-03 10:00:00.000,2018-10-03 18:00:00.000,2018-10-04 07:43:41.000,2018-10-03
,Tivoli Gardens,PARK,2018-02-14 10:00:00.000,2018-02-14 20:00:00.000,2018-02-15 09:20:27.000,2018-02-14
,PortAventura World,PARK,2018-10-02 08:30:00.000,2018-10-02 09:30:00.000,2018-10-03 07:48:39.000,2018-10-02
,Tivoli Gardens,PARK,2019-08-11 10:00:00.000,2019-08-11 20:00:00.000,2019-08-12 08:06:22.000,2019-08-11
,PortAventura World,PARK,2019-02-26 08:30:00.000,2019-02-26 09:30:00.000,2019-02-27 08:17:57.000,2019-02-26
,Tivoli Gardens,PARK,2019-07-02 10:00:00.000,2019-07-02 19:00:00.000,2019-07-03 07:50:56.000,2019-07-02
,Tivoli Gardens,PARK,2019-02-11 08:30:00.000,2019-02-11 09:30:00.000,2019-02-12 07:53:15.000,2019-02-11
,Tivoli Gardens,PARK,2018-09-12 10:00:00.000,2018-09-12 18:00:00.000,2018-09-13 07:43:42.000,2018-09-12
,Tivoli Gardens,PARK,2019-11-23 10:00:00.000,2019-11-23 20:00:00.000,2019-11-24 08:07:13.000,2019-11-23
,PortAventura World,PARK,2022-06-23 08:30:00.000,2022-06-23 09:30:00.000,2022-06-24 08:34:31.000,2022-06-23
,PortAventura World,PARK,2019-08-09 10:00:00.000,2019-08-09 23:00:00.000,2019-08-10 07:53:34.000,2019-08-09
,Tivoli Gardens,PARK,2022-06-18 09:30:00.000,2022-06-18 20:00:00.000,2022-06-19 07:59:03.000,2022-06-18
,Tivoli Gardens,PARK,2018-07-05 08:30:00.000,2018-07-05 09:30:00.000,2018-07-06 08:12:15.000,2018-07-05
,PortAventura World,PARK,2019-06-26 10:00:00.000,2019-06-26 23:00:00.000,2019-06-27 09:36:49.000,2019-06-26
,Tivoli Gardens,PARK,2018-11-12 08:30:00.000,2018-11-12 09:30:00.000,2018-11-13 07:34:43.000,2018-11-12
,PortAventura World,PARK,2018-11-27 10:00:00.000,2018-11-27 19:00:00.000,2018-11-28 07:54:16.000,2018-11-27
,Tivoli Gardens,PARK,2022-05-22 08:30:00.000,2022-05-22 09:30:00.000,2022-05-23 07:52:15.000,2022-05-22
,Tivoli Gardens,PARK,2019-10-13 08:30:00.000,2019-10-13 09:30:00.000,2019-10-14 07:42:28.000,2019-10-13
,PortAventura World,PARK,2019-08-26 08:30:00.000,2019-08-26 09:30:00.000,2019-08-27 07:47:06.000,2019-08-26
,PortAventura World,PARK,2022-07-16 09:30:00.000,2022-07-16 23:00:00.000,2022-07-17 07:45:36.000,2022-07-16
,Tivoli Gardens,PARK,2018-01-21 08:30:00.000,2018-01-21 09:30:00.000,2018-01-22 08:45:10.000,2018-01-21
,Tivoli Gardens,PARK,2018-05-24 08:30:00.000,2018-05-24 09:30:00.000,2018-05-25 07:45:23.000,2018-05-24
,PortAventura World,PARK,2018-12-19 10:00:00.000,2018-12-19 18:00:00.000,2018-12-20 09:56:50.000,2018-12-19
,PortAventura World,PARK,2019-01-06 09:00:00.000,2019-01-06 21:00:00.000,2019-01-07 07:36:35.000,2019-01-06
,PortAventura World,PARK,2018-01-31 10:00:00.000,2018-01-31 19:00:00.000,2018-02-01 08:16:43.000,2018-01-31
,Tivoli Gardens,PARK,2019-04-02 08:30:00.000,2019-04-02 09:30:00.000,2019-04-03 07:46:34.000,2019-04-02
,Tivoli Gardens,PARK,2019-09-17 08:30:00.000,2019-09-17 09:30:00.000,2019-09-18 07:36:00.000,2019-09-17
,Tivoli Gardens,PARK,2018-02-23 10:00:00.000,2018-02-23 20:00:00.000,2018-02-24 08:41:21.000,2018-02-23
,PortAventura World,PARK,2018-08-19 10:00:00.000,2018-08-19 23:00:00.000,2018-08-20 08:22:59.000,2018-08-19
,Tivoli Gardens,PARK,2019-09-18 08:30:00.000,2019-09-18 09:30:00.000,2019-09-19 07:41:20.000,2019-09-18
,PortAventura World,PARK,2022-07-07 09:30:00.000,2022-07-07 23:00:00.000,2022-07-08 07:55:17.000,2022-07-07
,Tivoli Gardens,PARK,2019-06-08 08:30:00.000,2019-06-08 09:30:00.000,2019-06-09 07:42:49.000,2019-06-08
,Tivoli Gardens,PARK,2019-07-21 08:30:00.000,2019-07-21 09:30:00.000,2019-07-22 07:44:42.000,2019-07-21
,PortAventura World,PARK,2022-05-13 09:30:00.000,2022-05-13 23:00:00.000,2022-05-14 07:47:12.000,2022-05-13
,Tivoli Gardens,PARK,2019-03-29 08:30:00.000,2019-03-29 09:30:00.000,2019-03-30 07:46:12.000,2019-03-29
,Tivoli Gardens,PARK,2018-07-04 08:30:00.000,2018-07-04 09:30:00.000,2018-07-05 08:41:57.000,2018-07-04
,Tivoli Gardens,PARK,2019-02-02 08:30:00.000,2019-02-02 09:30:00.000,2019-02-03 08:28:27.000,2019-02-02
,Tivoli Gardens,PARK,2022-06-05 08:30:00.000,2022-06-05 09:30:00.000,2022-06-06 08:16:14.000,2022-06-05
,Tivoli Gardens,PARK,2020-02-25 10:00:00.000,2020-02-25 19:30:00.000,2020-02-26 07:47:07.000,2020-02-25
,PortAventura World,PARK,2019-12-11 10:00:00.000,2019-12-11 19:00:00.000,2019-12-12 09:08:24.000,2019-12-11
,Tivoli Gardens,PARK,2022-08-16 00:00:00.000,2022-08-16 00:00:00.000,2022-08-17 07:35:29.000,2022-08-16
,Tivoli Gardens,PARK,2018-04-27 08:30:00.000,2018-04-27 09:30:00.000,2018-04-28 08:41:21.000,2018-04-27
,PortAventura World,PARK,2019-02-13 10:00:00.000,2019-02-13 19:00:00.000,2019-02-14 07:47:53.000,2019-02-13
,Tivoli Gardens,PARK,2019-10-25 08:30:00.000,2019-10-25 09:30:00.000,2019-10-26 08:25:28.000,2019-10-25
,Tivoli Gardens,PARK,2018-09-12 08:30:00.000,2018-09-12 09:30:00.000,2018-09-13 07:43:42.000,2018-09-12
,Tivoli Gardens,PARK,2018-02-15 10:00:00.000,2018-02-15 20:00:00.000,2018-02-16 08:24:04.000,2018-02-15
,Tivoli Gardens,PARK,2022-05-05 09:30:00.000,2022-05-05 20:00:00.000,2022-05-06 08:18:30.000,2022-05-05
,Tivoli Gardens,PARK,2018-07-23 10:00:00.000,2018-07-23 20:00:00.000,2018-07-24 07:41:48.000,2018-07-23
,PortAventura World,PARK,2019-07-16 10:00:00.000,2019-07-16 23:00:00.000,2019-07-17 07:43:32.000,2019-07-16
,Tivoli Gardens,PARK,2018-11-02 08:30:00.000,2018-11-02 09:30:00.000,2018-11-03 07:59:52.000,2018-11-02
,Tivoli Gardens,PARK,2022-04-23 08:30:00.000,2022-04-23 09:30:00.000,2022-04-24 09:16:11.000,2022-04-23
,PortAventura World,PARK,2019-11-27 08:30:00.000,2019-11-27 09:30:00.000,2019-11-28 07:43:53.000,2019-11-27
,Tivoli Gardens,PARK,2019-06-16 10:00:00.000,2019-06-16 20:00:00.000,2019-06-17 07:44:44.000,2019-06-16
,Tivoli Gardens,PARK,2018-02-26 08:30:00.000,2018-02-26 09:30:00.000,2018-02-27 08:56:45.000,2018-02-26
,Tivoli Gardens,PARK,2022-08-04 09:30:00.000,2022-08-04 21:00:00.000,2022-08-05 07:44:07.000,2022-08-04
,PortAventura World,PARK,2019-11-06 10:00:00.000,2019-11-06 19:00:00.000,2019-11-07 08:10:54.000,2019-11-06
,PortAventura World,PARK,2019-07-25 10:00:00.000,2019-07-25 23:00:00.000,2019-07-26 09:24:57.000,2019-07-25
,PortAventura World,PARK,2019-03-17 08:30:00.000,2019-03-17 09:30:00.000,2019-03-18 07:29:52.000,2019-03-17
,Tivoli Gardens,PARK,2019-10-08 10:00:00.000,2019-10-08 18:00:00.000,2019-10-09 07:42:03.000,2019-10-08
,PortAventura World,PARK,2019-03-06 08:30:00.000,2019-03-06 09:30:00.000,2019-03-07 07:51:05.000,2019-03-06
,PortAventura World,PARK,2018-08-28 10:00:00.000,2018-08-28 23:00:00.000,2018-08-29 08:19:00.000,2018-08-28
,Tivoli Gardens,PARK,2018-02-12 10:00:00.000,2018-02-12 20:00:00.000,2018-02-13 08:30:13.000,2018-02-12
,PortAventura World,PARK,2019-04-05 08:30:00.000,2019-04-05 09:30:00.000,2019-04-06 08:13:38.000,2019-04-05
,Tivoli Gardens,PARK,2019-07-09 10:00:00.000,2019-07-09 20:00:00.000,2019-07-10 08:24:41.000,2019-07-09
,Tivoli Gardens,PARK,2018-01-03 08:00:00.000,2018-01-03 09:30:00.000,2018-01-04 10:27:51.000,2018-01-03
,Tivoli Gardens,PARK,2022-07-13 08:30:00.000,2022-07-13 09:30:00.000,2022-07-14 07:41:18.000,2022-07-13
,PortAventura World,PARK,2019-10-19 10:00:00.000,2019-10-19 22:00:00.000,2019-10-20 07:56:04.000,2019-10-19
,Tivoli Gardens,PARK,2018-05-19 10:00:00.000,2018-05-19 20:00:00.000,2018-05-20 07:37:35.000,2018-05-19
,Tivoli Gardens,PARK,2019-11-09 10:00:00.000,2019-11-09 20:00:00.000,2019-11-10 07:23:35.000,2019-11-09
,PortAventura World,PARK,2019-01-10 08:30:00.000,2019-01-10 09:30:00.000,2019-01-11 07:49:12.000,2019-01-10
,PortAventura World,PARK,2019-02-10 10:00:00.000,2019-02-10 19:00:00.000,2019-02-11 07:33:51.000,2019-02-10
,Tivoli Gardens,PARK,2019-01-18 10:00:00.000,2019-01-18 18:30:00.000,2019-01-19 09:09:32.000,2019-01-18
,PortAventura World,PARK,2018-04-09 08:30:00.000,2018-04-09 09:30:00.000,2018-04-10 09:11:11.000,2018-04-09
,Tivoli Gardens,PARK,2020-01-17 08:30:00.000,2020-01-17 09:30:00.000,2020-01-18 07:38:34.000,2020-01-17
,Tivoli Gardens,PARK,2019-09-28 10:00:00.000,2019-09-28 20:00:00.000,2019-09-29 07:53:04.000,2019-09-28
,PortAventura World,PARK,2019-01-19 08:30:00.000,2019-01-19 09:30:00.000,2019-01-20 08:16:09.000,2019-01-19
,Tivoli Gardens,PARK,2018-04-22 08:30:00.000,2018-04-22 09:30:00.000,2018-04-23 07:51:32.000,2018-04-22
,Tivoli Gardens,PARK,2019-10-20 10:00:00.000,2019-10-20 20:00:00.000,2019-10-21 07:34:22.000,2019-10-20
,PortAventura World,PARK,2020-02-17 10:00:00.000,2020-02-17 20:00:00.000,2020-02-18 07:39:58.000,2020-02-17
,Tivoli Gardens,PARK,2019-12-24 08:00:00.000,2019-12-24 09:00:00.000,2019-12-25 07:23:00.000,2019-12-24
,PortAventura World,PARK,2022-05-29 08:30:00.000,2022-05-29 09:30:00.000,2022-05-30 08:26:48.000,2022-05-29
,Tivoli Gardens,PARK,2018-04-03 10:00:00.000,2018-04-03 19:00:00.000,2018-04-04 07:58:55.000,2018-04-03
,Tivoli Gardens,PARK,2018-12-23 09:00:00.000,2018-12-23 20:00:00.000,2018-12-24 07:18:25.000,2018-12-23
,Tivoli Gardens,PARK,2022-08-10 00:00:00.000,2022-08-10 00:00:00.000,2022-08-11 07:59:20.000,2022-08-10
,Tivoli Gardens,PARK,2018-11-08 08:30:00.000,2018-11-08 09:30:00.000,2018-11-09 08:24:00.000,2018-11-08
,PortAventura World,PARK,2019-01-25 08:30:00.000,2019-01-25 09:30:00.000,2019-01-26 07:44:46.000,2019-01-25
,Tivoli Gardens,PARK,2018-01-10 10:00:00.000,2018-01-10 18:00:00.000,2018-01-11 06:57:36.000,2018-01-10
,Tivoli Gardens,PARK,2018-09-15 08:30:00.000,2018-09-15 09:30:00.000,2018-09-16 08:38:58.000,2018-09-15
,Tivoli Gardens,PARK,2018-03-03 10:00:00.000,2018-03-03 20:00:00.000,2018-03-04 08:35:31.000,2018-03-03
,PortAventura World,PARK,2018-08-18 10:00:00.000,2018-08-18 23:00:00.000,2018-08-19 08:46:48.000,2018-08-18
,Tivoli Gardens,PARK,2018-07-07 08:30:00.000,2018-07-07 09:30:00.000,2018-07-08 08:49:35.000,2018-07-07
,PortAventura World,PARK,2019-07-19 08:30:00.000,2019-07-19 09:30:00.000,2019-07-20 09:09:32.000,2019-07-19
,Tivoli Gardens,PARK,2022-04-01 08:30:00.000,2022-04-01 09:30:00.000,2022-04-02 08:01:28.000,2022-04-01
,Tivoli Gardens,PARK,2019-08-18 08:30:00.000,2019-08-18 09:30:00.000,2019-08-19 07:34:18.000,2019-08-18
,Tivoli Gardens,PARK,2018-04-03 08:30:00.000,2018-04-03 09:30:00.000,2018-04-04 07:58:55.000,2018-04-03
,Tivoli Gardens,PARK,2022-07-22 09:30:00.000,2022-07-22 21:00:00.000,2022-07-23 08:03:51.000,2022-07-22
,Tivoli Gardens,PARK,2018-08-06 10:00:00.000,2018-08-06 20:00:00.000,2018-08-07 07:47:01.000,2018-08-06
,PortAventura World,PARK,2019-09-13 10:00:00.000,2019-09-13 21:00:00.000,2019-09-14 08:13:31.000,2019-09-13
,PortAventura World,PARK,2022-08-07 08:30:00.000,2022-08-07 09:30:00.000,2022-08-08 07:39:51.000,2022-08-07
,PortAventura World,PARK,2019-12-16 10:00:00.000,2019-12-16 19:00:00.000,2019-12-17 07:48:43.000,2019-12-16
,Tivoli Gardens,PARK,2019-11-02 10:00:00.000,2019-11-02 20:00:00.000,2019-11-03 08:09:32.000,2019-11-02
,Tivoli Gardens,PARK,2020-02-26 10:00:00.000,2020-02-26 19:30:00.000,2020-02-27 07:43:44.000,2020-02-26
,PortAventura World,PARK,2018-12-10 08:30:00.000,2018-12-10 09:30:00.000,2018-12-11 07:54:10.000,2018-12-10
,Tivoli Gardens,PARK,2018-05-16 08:30:00.000,2018-05-16 09:30:00.000,2018-05-17 08:42:43.000,2018-05-16
,Tivoli Gardens,PARK,2018-08-21 08:30:00.000,2018-08-21 09:30:00.000,2018-08-22 08:24:15.000,2018-08-21
,PortAventura World,PARK,2020-01-28 08:30:00.000,2020-01-28 09:30:00.000,2020-01-29 07:47:23.000,2020-01-28
,PortAventura World,PARK,2018-10-20 08:30:00.000,2018-10-20 09:30:00.000,2018-10-21 07:15:54.000,2018-10-20
,Tivoli Gardens,PARK,2019-12-07 09:00:00.000,2019-12-07 20:00:00.000,2019-12-08 07:36:51.000,2019-12-07
,Tivoli Gardens,PARK,2018-11-27 10:00:00.000,2018-11-27 18:00:00.000,2018-11-28 07:54:16.000,2018-11-27
,Tivoli Gardens,PARK,2020-02-17 10:00:00.000,2020-02-17 19:00:00.000,2020-02-18 07:39:59.000,2020-02-17
,PortAventura World,PARK,2019-04-19 08:30:00.000,2019-04-19 09:30:00.000,2019-04-20 07:43:33.000,2019-04-19
,Tivoli Gardens,PARK,2019-12-23 08:00:00.000,2019-12-23 09:00:00.000,2019-12-24 07:28:52.000,2019-12-23
,Tivoli Gardens,PARK,2018-05-22 08:30:00.000,2018-05-22 09:30:00.000,2018-05-23 07:45:47.000,2018-05-22
,Tivoli Gardens,PARK,2019-12-29 08:00:00.000,2019-12-29 09:00:00.000,2019-12-30 07:04:02.000,2019-12-29
,Tivoli Gardens,PARK,2018-06-01 08:30:00.000,2018-06-01 09:30:00.000,2018-06-02 08:08:43.000,2018-06-01
,PortAventura World,PARK,2022-06-25 08:30:00.000,2022-06-25 09:30:00.000,2022-06-26 08:25:59.000,2022-06-25
,PortAventura World,PARK,2022-07-31 09:30:00.000,2022-07-31 23:00:00.000,2022-08-01 10:04:34.000,2022-07-31
,Tivoli Gardens,PARK,2020-01-26 10:00:00.000,2020-01-26 19:00:00.000,2020-01-27 07:49:38.000,2020-01-26
,Tivoli Gardens,PARK,2018-07-31 10:00:00.000,2018-07-31 20:00:00.000,2018-08-01 07:39:45.000,2018-07-31
,Tivoli Gardens,PARK,2018-07-08 08:30:00.000,2018-07-08 09:30:00.000,2018-07-09 08:22:53.000,2018-07-08
,Tivoli Gardens,PARK,2018-10-03 08:30:00.000,2018-10-03 09:30:00.000,2018-10-04 07:43:41.000,2018-10-03
,PortAventura World,PARK,2018-10-17 08:30:00.000,2018-10-17 09:30:00.000,2018-10-18 07:51:22.000,2018-10-17
,PortAventura World,PARK,2022-07-22 09:30:00.000,2022-07-22 23:00:00.000,2022-07-23 08:03:50.000,2022-07-22
,PortAventura World,PARK,2018-04-07 08:30:00.000,2018-04-07 09:30:00.000,2018-04-08 08:45:30.000,2018-04-07
,PortAventura World,PARK,2022-04-09 09:30:00.000,2022-04-09 23:00:00.000,2022-04-10 08:12:38.000,2022-04-09
,PortAventura World,PARK,2019-05-26 10:00:00.000,2019-05-26 23:00:00.000,2019-05-27 07:42:21.000,2019-05-26
,Tivoli Gardens,PARK,2019-01-28 08:30:00.000,2019-01-28 09:30:00.000,2019-01-29 07:54:13.000,2019-01-28
,Tivoli Gardens,PARK,2018-02-10 08:30:00.000,2018-02-10 09:30:00.000,2018-02-11 07:50:59.000,2018-02-10
,Tivoli Gardens,PARK,2019-02-20 10:00:00.000,2019-02-20 19:00:00.000,2019-02-21 08:16:06.000,2019-02-20
,Tivoli Gardens,PARK,2019-04-02 10:00:00.000,2019-04-02 19:00:00.000,2019-04-03 07:46:34.000,2019-04-02
,PortAventura World,PARK,2018-06-12 10:00:00.000,2018-06-12 23:00:00.000,2018-06-13 07:49:55.000,2018-06-12
,Tivoli Gardens,PARK,2018-02-21 08:30:00.000,2018-02-21 09:30:00.000,2018-02-22 08:36:42.000,2018-02-21
,Tivoli Gardens,PARK,2018-07-05 10:00:00.000,2018-07-05 19:00:00.000,2018-07-06 08:12:15.000,2018-07-05
,PortAventura World,PARK,2018-05-29 10:00:00.000,2018-05-29 23:00:00.000,2018-05-30 07:33:42.000,2018-05-29
,PortAventura World,PARK,2019-05-06 08:30:00.000,2019-05-06 09:30:00.000,2019-05-07 08:39:03.000,2019-05-06
,Tivoli Gardens,PARK,2022-08-04 00:00:00.000,2022-08-04 00:00:00.000,2022-08-05 07:44:07.000,2022-08-04
,Tivoli Gardens,PARK,2019-04-17 08:30:00.000,2019-04-17 09:30:00.000,2019-04-18 07:42:24.000,2019-04-17
,Tivoli Gardens,PARK,2022-04-15 08:30:00.000,2022-04-15 09:30:00.000,2022-04-16 08:08:17.000,2022-04-15
,Tivoli Gardens,PARK,2019-11-01 10:00:00.000,2019-11-01 20:00:00.000,2019-11-02 08:04:33.000,2019-11-01
,PortAventura World,PARK,2019-04-09 10:00:00.000,2019-04-09 22:00:00.000,2019-04-10 07:50:55.000,2019-04-09
,Tivoli Gardens,PARK,2018-08-28 08:30:00.000,2018-08-28 09:30:00.000,2018-08-29 08:19:01.000,2018-08-28
,Tivoli Gardens,PARK,2018-08-06 08:30:00.000,2018-08-06 09:30:00.000,2018-08-07 07:47:01.000,2018-08-06
,Tivoli Gardens,PARK,2019-11-04 10:00:00.000,2019-11-04 18:00:00.000,2019-11-05 08:11:38.000,2019-11-04
,Tivoli Gardens,PARK,2019-08-03 08:30:00.000,2019-08-03 09:30:00.000,2019-08-04 07:47:55.000,2019-08-03
,PortAventura World,PARK,2019-01-12 10:00:00.000,2019-01-12 20:00:00.000,2019-01-13 08:43:36.000,2019-01-12
,PortAventura World,PARK,2019-02-18 08:30:00.000,2019-02-18 09:30:00.000,2019-02-19 07:46:44.000,2019-02-18
,PortAventura World,PARK,2019-06-25 08:30:00.000,2019-06-25 09:30:00.000,2019-06-26 07:57:29.000,2019-06-25
,Tivoli Gardens,PARK,2019-10-13 10:00:00.000,2019-10-13 20:00:00.000,2019-10-14 07:42:28.000,2019-10-13
,Tivoli Gardens,PARK,2022-05-17 09:30:00.000,2022-05-17 20:00:00.000,2022-05-23 08:22:43.000,2022-05-17
,Tivoli Gardens,PARK,2019-11-29 08:30:00.000,2019-11-29 09:30:00.000,2019-11-30 07:43:14.000,2019-11-29
,Tivoli Gardens,PARK,2019-05-19 10:00:00.000,2019-05-19 20:00:00.000,2019-05-20 07:34:14.000,2019-05-19
,PortAventura World,PARK,2018-02-18 08:30:00.000,2018-02-18 09:30:00.000,2018-02-19 08:17:12.000,2018-02-18
,Tivoli Gardens,PARK,2019-01-09 08:30:00.000,2019-01-09 09:30:00.000,2019-01-10 07:40:33.000,2019-01-09
,PortAventura World,PARK,2018-04-04 10:00:00.000,2018-04-04 22:00:00.000,2018-04-05 07:49:01.000,2018-04-04
,PortAventura World,PARK,2018-07-09 10:00:00.000,2018-07-09 23:00:00.000,2018-07-10 08:23:44.000,2018-07-09
,Tivoli Gardens,PARK,2022-06-19 09:30:00.000,2022-06-19 20:00:00.000,2022-06-20 07:38:33.000,2022-06-19
,Tivoli Gardens,PARK,2022-04-05 08:30:00.000,2022-04-05 09:30:00.000,2022-04-06 08:50:39.000,2022-04-05
,Tivoli Gardens,PARK,2019-05-25 10:00:00.000,2019-05-25 20:00:00.000,2019-05-26 07:49:53.000,2019-05-25
,PortAventura World,PARK,2018-05-27 10:00:00.000,2018-05-27 23:00:00.000,2018-05-28 08:02:16.000,2018-05-27
,Tivoli Gardens,PARK,2019-11-26 08:30:00.000,2019-11-26 09:30:00.000,2019-11-27 08:27:54.000,2019-11-26
,PortAventura World,PARK,2018-09-23 10:00:00.000,2018-09-23 21:00:00.000,2018-09-24 08:01:22.000,2018-09-23
,Tivoli Gardens,PARK,2022-05-03 08:30:00.000,2022-05-03 09:30:00.000,2022-05-04 08:06:59.000,2022-05-03
,Tivoli Gardens,PARK,2022-07-31 00:00:00.000,2022-07-31 00:00:00.000,2022-08-01 10:04:36.000,2022-07-31
